,id,map,game_type,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,pick5,pick6,pick7,pick8,pick9,pick10,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10
1494,1495,Volskaya Foundry,UnrankedDraft,Yrel,Azmodan,Mephisto,Genji,Stukov,Muradin,Mal'Ganis,Kael'thas,Deckard,Diablo,Varian,Stitches,Fenix,Li-Ming,Ana,Blaze,3,20,10,5,9,13,12,19,6,2
1495,1496,Braxis Holdout,TeamLeague,Mal'Ganis,Garrosh,Kerrigan,Azmodan,Whitemane,Kael'thas,Mephisto,Diablo,Deckard,Varian,Falstad,Jaina,Junkrat,Stitches,Ana,Thrall,11,20,6,17,14,20,13,14,20,17
1496,1497,Battlefield of Eternity,UnrankedDraft,Genji,Mal'Ganis,Tracer,Diablo,Blaze,Li Li,Zul'jin,Mephisto,Maiev,Nazeebo,Tyrande,E.T.C.,Yrel,Muradin,Tychus,Auriel,5,6,10,10,20,20,20,12,19,7
1497,1498,Cursed Hollow,TeamLeague,Dehaka,Valla,Falstad,Anub'arak,Ana,Tychus,Mal'Ganis,Muradin,Kael'thas,Gall,Cho,Kharazim,Leoric,Auriel,Thrall,Azmodan,3,20,20,20,20,16,8,20,9,6
1498,1499,Alterac Pass,HeroLeague,Azmodan,Mephisto,Mal'Ganis,Varian,Cassia,Thrall,Garrosh,Diablo,Genji,Jaina,Auriel,Raynor,Alexstrasza,Lunara,Artanis,Blaze,20,20,20,20,20,10,20,20,15,8
1499,1500,Infernal Shrines,HeroLeague,Azmodan,Mal'Ganis,Diablo,Sonya,Gul'dan,Garrosh,Alexstrasza,Kael'thas,Whitemane,Raynor,Muradin,Xul,D.Va,Jaina,Kerrigan,Johanna,16,20,9,20,14,10,11,7,10,20
1500,1501,Cursed Hollow,HeroLeague,,Azmodan,,Genji,Kael'thas,Diablo,Thrall,Zarya,Ragnaros,Muradin,Tyrande,Garrosh,Tychus,Mephisto,Abathur,Ana,20,9,12,20,17,20,20,8,20,9
1501,1502,Braxis Holdout,HeroLeague,Mal'Ganis,Dehaka,Kerrigan,Blaze,Yrel,Whitemane,Probius,Junkrat,Maiev,Genji,Stukov,Thrall,Alexstrasza,Diablo,Cassia,Johanna,9,20,20,20,15,11,20,5,19,20
1502,1503,Battlefield of Eternity,HeroLeague,Hanzo,Diablo,,Genji,Azmodan,Mal'Ganis,Varian,Zarya,Valla,Kerrigan,Lt. Morales,Whitemane,Malthael,Garrosh,Li-Ming,Muradin,10,9,14,10,20,7,20,20,20,18
1503,1504,Volskaya Foundry,HeroLeague,Garrosh,Azmodan,Mal'Ganis,,Diablo,Genji,Chromie,Tychus,Nazeebo,Thrall,Jaina,Alexstrasza,Zeratul,Muradin,Ana,E.T.C.,20,20,20,12,5,16,20,20,20,15
1504,1505,Alterac Pass,HeroLeague,Azmodan,Mal'Ganis,,Genji,Diablo,Muradin,Jaina,Valla,Gul'dan,Zeratul,Whitemane,Alexstrasza,Artanis,E.T.C.,Arthas,Johanna,19,20,20,20,7,16,20,20,20,20
1505,1506,Sky Temple,HeroLeague,Sonya,Mal'Ganis,Muradin,Kerrigan,Garrosh,Whitemane,Alarak,Anub'arak,Genji,Azmodan,Jaina,Li-Ming,Lt. Morales,Deckard,Diablo,Stitches,20,13,12,20,19,20,7,20,12,20
1506,1507,Battlefield of Eternity,HeroLeague,Kerrigan,Diablo,Valla,Azmodan,Whitemane,Gul'dan,E.T.C.,Mal'Ganis,Alexstrasza,Hanzo,Stitches,Muradin,Raynor,Deckard,Greymane,Alarak,20,6,15,20,20,20,20,6,20,20
1507,1508,Volskaya Foundry,HeroLeague,Garrosh,Mal'Ganis,Varian,Genji,Whitemane,,Kael'thas,Azmodan,Brightwing,Falstad,Zeratul,Muradin,Blaze,Lucio,Johanna,Greymane,20,20,20,20,20,20,14,20,20,20
1508,1509,Tomb of the Spider Queen,HeroLeague,Maiev,,Diablo,Azmodan,Artanis,Whitemane,Fenix,Varian,Genji,Mal'Ganis,Brightwing,Stukov,Gazlowe,Sylvanas,Yrel,Nazeebo,20,20,20,6,20,17,20,20,6,20
1509,1510,Infernal Shrines,HeroLeague,Mal'Ganis,Li Li,Kael'thas,Varian,Diablo,Jaina,Azmodan,Rehgar,Alarak,Li-Ming,Muradin,Stitches,Raynor,Kerrigan,Stukov,Falstad,12,15,19,13,20,20,11,20,18,13
1510,1511,Braxis Holdout,HeroLeague,Gul'dan,Mal'Ganis,Arthas,Varian,Deckard,,Stitches,Illidan,Garrosh,Junkrat,Zagara,Kael'thas,Artanis,Thrall,Uther,Stukov,9,20,20,20,17,12,7,20,9,16
1511,1512,Alterac Pass,HeroLeague,Abathur,Dehaka,The Lost Vikings,Mal'Ganis,Genji,Whitemane,Artanis,Zeratul,Diablo,Deckard,Fenix,Hanzo,Thrall,Li-Ming,Blaze,Ana,20,20,20,11,18,16,8,10,19,7
1512,1513,Cursed Hollow,TeamLeague,Mal'Ganis,Whitemane,Genji,Garrosh,Artanis,Muradin,Diablo,Ana,Zeratul,Deckard,Kael'thas,E.T.C.,Stitches,Maiev,Zarya,Jaina,9,15,14,2,15,10,10,1,5,7
1513,1514,Blackheart's Bay,UnrankedDraft,Genji,Sgt. Hammer,Stitches,Mal'Ganis,Garrosh,Anub'arak,Deckard,Xul,Whitemane,Gul'dan,Kerrigan,Diablo,Greymane,E.T.C.,Hanzo,Samuro,17,20,6,20,14,20,20,17,8,20
1514,1515,Battlefield of Eternity,HeroLeague,Valla,Mal'Ganis,Hanzo,Li-Ming,Diablo,Varian,Thrall,Artanis,Zul'jin,Raynor,Brightwing,Azmodan,Anub'arak,Genji,Johanna,Uther,20,18,6,8,20,20,8,16,6,20
1515,1516,Volskaya Foundry,UnrankedDraft,Genji,Nova,Mephisto,Alarak,Diablo,Hanzo,Thrall,Mal'Ganis,Maiev,Rehgar,Kel'Thuzad,Kael'thas,Stitches,Zul'jin,Muradin,Varian,11,5,2,16,12,20,20,12,20,20
1516,1517,Infernal Shrines,TeamLeague,Genji,Mal'Ganis,Kerrigan,Mephisto,Whitemane,Diablo,Raynor,Azmodan,Valla,Stitches,Thrall,Johanna,Stukov,Jaina,Malfurion,Leoric,20,20,20,19,10,6,20,20,20,13
1517,1518,Battlefield of Eternity,TeamLeague,Garrosh,Azmodan,Mal'Ganis,Valla,Tychus,Kael'thas,Deckard,Varian,Stukov,Blaze,Li-Ming,Zul'jin,Arthas,Cassia,Johanna,Malthael,20,9,14,20,20,16,20,17,20,8
1518,1519,Battlefield of Eternity,TeamLeague,Mal'Ganis,Whitemane,Mephisto,Genji,Kael'thas,Deckard,Diablo,Anub'arak,Artanis,Ana,Hanzo,Thrall,Valla,Li-Ming,Johanna,Kharazim,18,11,16,10,7,13,10,12,14,20
1519,1520,Cursed Hollow,TeamLeague,,Genji,Mephisto,Mal'Ganis,Fenix,Whitemane,Diablo,Garrosh,Nazeebo,Zul'jin,Alexstrasza,Tyrande,E.T.C.,Malthael,Thrall,Medivh,18,6,14,6,10,20,1,20,6,14
1520,1521,Dragon Shire,TeamLeague,,Dehaka,,Brightwing,Varian,Mal'Ganis,Falstad,Valla,Stukov,Lucio,Kel'Thuzad,Li-Ming,Stitches,Tyrael,Garrosh,Artanis,13,12,20,20,20,20,10,20,11,20
1521,1522,Tomb of the Spider Queen,TeamLeague,Kael'thas,Cho,Varian,Mal'Ganis,Mephisto,Maiev,Stitches,Johanna,Genji,Ana,D.Va,Leoric,Deckard,Falstad,Zeratul,Jaina,13,20,20,15,20,16,17,10,20,20
1522,1523,Sky Temple,HeroLeague,Mephisto,Abathur,Genji,Mal'Ganis,Dehaka,Hanzo,Diablo,Muradin,Falstad,Greymane,Nova,Brightwing,Zeratul,Blaze,Whitemane,Li-Ming,20,10,17,20,20,20,5,13,6,20
1523,1524,Infernal Shrines,HeroLeague,Malthael,Diablo,Mal'Ganis,Genji,Abathur,Maiev,Hanzo,Kerrigan,Garrosh,Valeera,Tyrande,Zeratul,Brightwing,Arthas,Yrel,Kael'thas,14,9,20,20,20,12,8,12,18,19
1524,1525,Volskaya Foundry,HeroLeague,Genji,Malthael,Dehaka,Abathur,Mephisto,Sonya,Mal'Ganis,Diablo,Maiev,Jaina,Brightwing,Junkrat,Ana,Valeera,Fenix,Arthas,6,20,6,7,12,20,7,20,6,9
1525,1526,Cursed Hollow,HeroLeague,Azmodan,Mal'Ganis,Genji,Kerrigan,Thrall,Ana,Dehaka,Zagara,Muradin,Zeratul,Li Li,Falstad,Brightwing,Jaina,Diablo,Kael'thas,10,20,20,20,8,8,20,20,20,20
1526,1527,Sky Temple,TeamLeague,Garrosh,Genji,Mal'Ganis,Mephisto,Gul'dan,Raynor,E.T.C.,Falstad,Diablo,Whitemane,Valla,Kael'thas,Ana,Li-Ming,Tyrael,Artanis,17,20,14,14,20,12,8,9,11,20
1527,1528,Dragon Shire,TeamLeague,Muradin,Diablo,Azmodan,Stitches,Artanis,Li-Ming,Mal'Ganis,Brightwing,Garrosh,Hanzo,Tyrande,Mephisto,Varian,Johanna,Lt. Morales,Tychus,6,17,7,11,11,8,19,20,20,18
1528,1529,Tomb of the Spider Queen,TeamLeague,Azmodan,,Genji,Falstad,Kael'thas,Sylvanas,Mal'Ganis,Zul'jin,Jaina,Auriel,Arthas,Diablo,Whitemane,Valla,Nazeebo,Alarak,4,20,16,7,16,20,4,7,20,9
1529,1530,Infernal Shrines,UnrankedDraft,Mephisto,Jaina,Mal'Ganis,Azmodan,Genji,Deckard,Sonya,Kael'thas,Artanis,Nazeebo,Garrosh,Thrall,Kharazim,Stukov,Gul'dan,Muradin,20,13,13,11,20,15,19,16,15,11
1530,1531,Volskaya Foundry,UnrankedDraft,Arthas,Mal'Ganis,Muradin,Azmodan,Diablo,Kel'Thuzad,Zul'jin,Nova,Junkrat,Xul,Deckard,Johanna,Jaina,Gul'dan,Varian,Ana,20,20,20,4,6,20,20,7,20,20
1531,1532,Infernal Shrines,TeamLeague,Genji,Azmodan,Kel'Thuzad,Mal'Ganis,Chromie,,Diablo,Muradin,Thrall,Kael'thas,Garrosh,Malfurion,Tychus,Auriel,Fenix,Sgt. Hammer,20,12,20,20,5,20,8,7,8,8
1532,1533,Volskaya Foundry,TeamLeague,Kael'thas,Whitemane,Azmodan,Stukov,Brightwing,Alexstrasza,Mal'Ganis,Chromie,D.Va,Zarya,Illidan,Li Li,Arthas,Abathur,Rehgar,Sgt. Hammer,3,20,11,18,20,14,3,20,12,20
1533,1534,Tomb of the Spider Queen,TeamLeague,Kel'Thuzad,Chromie,Garrosh,Mal'Ganis,Azmodan,Varian,Artanis,Kael'thas,Malfurion,Probius,Whitemane,Diablo,Nazeebo,Johanna,Raynor,Thrall,20,15,13,20,11,11,16,8,17,5
1534,1535,Cursed Hollow,TeamLeague,Whitemane,Mal'Ganis,Kerrigan,Azmodan,Deckard,Li Li,Varian,Muradin,Zagara,Kael'thas,Nazeebo,Brightwing,Raynor,Ana,Tyrael,Thrall,12,20,9,7,10,14,20,13,8,20
1535,1536,Battlefield of Eternity,TeamLeague,Mal'Ganis,Genji,Hanzo,Garrosh,Diablo,Valla,Raynor,Whitemane,Artanis,Gul'dan,Kerrigan,E.T.C.,Alarak,Kel'Thuzad,Lt. Morales,Nova,9,7,2,8,20,16,14,20,6,20
1536,1537,Garden of Terror,UnrankedDraft,Azmodan,Mal'Ganis,Brightwing,Chromie,,Diablo,Kael'thas,Lt. Morales,Valla,Tychus,Ana,Artanis,E.T.C.,Zarya,Johanna,Maiev,20,1,6,19,8,20,1,12,20,10
1537,1538,Braxis Holdout,TeamLeague,Mal'Ganis,Arthas,Genji,,,Whitemane,Thrall,Artanis,Gul'dan,Lunara,Garrosh,Nazeebo,Varian,Sonya,Uther,Tychus,3,9,8,13,20,8,20,20,20,5
1538,1539,Towers of Doom,TeamLeague,Genji,Azmodan,Whitemane,Mal'Ganis,Garrosh,Yrel,Dehaka,Kael'thas,Auriel,Ana,Lunara,Hanzo,Diablo,Jaina,Blaze,Anub'arak,4,20,20,18,15,10,16,20,3,20
1539,1540,Volskaya Foundry,TeamLeague,Mal'Ganis,Kael'thas,Nazeebo,Varian,Li Li,Diablo,Azmodan,Jaina,Deckard,Anub'arak,Chromie,Fenix,Dehaka,Whitemane,D.Va,Artanis,3,14,5,7,11,13,10,8,4,18
1540,1541,Braxis Holdout,TeamLeague,Azmodan,Mal'Ganis,Genji,Garrosh,Kael'thas,Auriel,Whitemane,Gul'dan,E.T.C.,Tyrande,Diablo,Fenix,Deckard,Raynor,Valla,Chen,8,5,19,18,12,14,2,20,12,20
1541,1542,Alterac Pass,TeamLeague,Mephisto,Azmodan,Mal'Ganis,Diablo,Deckard,Gall,Kael'thas,Auriel,Lunara,Blaze,Lucio,Stitches,Varian,Johanna,Raynor,Valeera,11,20,20,7,14,16,12,17,13,9
1542,1543,Sky Temple,TeamLeague,Azmodan,Cho,Mal'Ganis,Muradin,,Ana,Garrosh,Diablo,Varian,Kerrigan,Whitemane,Li Li,Tychus,Anub'arak,Jaina,Li-Ming,20,13,14,18,5,20,14,8,15,11
1543,1544,Alterac Pass,UnrankedDraft,Sgt. Hammer,Mal'Ganis,Abathur,Diablo,Whitemane,Garrosh,Gul'dan,Hanzo,Stukov,Dehaka,Muradin,Azmodan,Malthael,Deckard,Lunara,Stitches,12,6,1,20,20,13,11,5,7,13
1544,1545,Sky Temple,TeamLeague,Mal'Ganis,Kael'thas,Dehaka,Azmodan,Muradin,Chromie,Lucio,Falstad,Yrel,Abathur,Varian,Brightwing,Samuro,Jaina,Garrosh,Zeratul,9,5,6,11,11,17,4,9,12,20
1545,1546,Towers of Doom,TeamLeague,Arthas,Mal'Ganis,Whitemane,Samuro,Yrel,Maiev,Genji,Hanzo,Diablo,Kael'thas,E.T.C.,Thrall,Uther,Varian,Brightwing,Junkrat,20,16,20,20,20,20,20,20,20,11
1546,1547,Battlefield of Eternity,TeamLeague,Diablo,Gall,Li Li,Mal'Ganis,Garrosh,Johanna,Valla,Kerrigan,Li-Ming,Greymane,Artanis,Ana,E.T.C.,Varian,Stukov,Malthael,20,20,20,15,10,13,14,12,9,20
1547,1548,Cursed Hollow,TeamLeague,Kael'thas,Raynor,Mal'Ganis,Valeera,Chromie,Whitemane,Azmodan,Kerrigan,Tychus,Anub'arak,Li Li,Abathur,Deckard,Thrall,Jaina,Diablo,4,20,20,19,8,20,8,8,20,2
1548,1549,Infernal Shrines,UnrankedDraft,Kael'thas,Mal'Ganis,Diablo,Mephisto,Kel'Thuzad,Varian,Deckard,Ana,Muradin,D.Va,Lunara,Thrall,Junkrat,Kharazim,Li-Ming,Azmodan,14,20,19,8,15,18,16,6,13,3
1549,1550,Cursed Hollow,TeamLeague,Azmodan,Mal'Ganis,Kael'thas,Diablo,Johanna,Whitemane,Raynor,Li Li,Sylvanas,Jaina,Artanis,Garrosh,Thrall,Stukov,Genji,Gul'dan,6,2,20,14,13,19,2,16,20,8
1550,1551,Alterac Pass,TeamLeague,Azmodan,Diablo,Kerrigan,Dehaka,Li Li,Kael'thas,Mal'Ganis,Alarak,Varian,Tychus,Junkrat,Deckard,E.T.C.,Whitemane,Artanis,Kel'Thuzad,4,20,18,18,20,13,6,3,18,6
1551,1552,Infernal Shrines,TeamLeague,Genji,Mal'Ganis,Mephisto,Garrosh,Diablo,Kael'thas,Valla,Muradin,Alexstrasza,Whitemane,Azmodan,Falstad,Artanis,Johanna,Zarya,Zul'jin,14,12,19,8,20,8,11,9,5,1
1552,1553,Braxis Holdout,TeamLeague,Diablo,Mal'Ganis,Genji,Whitemane,Sonya,Kerrigan,Garrosh,Gul'dan,Ana,Fenix,Deckard,Varian,Greymane,Yrel,Kel'Thuzad,Muradin,20,20,18,20,4,20,20,11,20,6
1553,1554,Cursed Hollow,TeamLeague,Mal'Ganis,Azmodan,Whitemane,Kael'thas,Ana,Genji,Kel'Thuzad,Li-Ming,Diablo,Dehaka,Murky,Lunara,Tyrande,Junkrat,Li Li,Samuro,13,20,18,15,7,19,8,13,20,11
1554,1555,Braxis Holdout,TeamLeague,Mal'Ganis,Kel'Thuzad,Gul'dan,Jaina,Stitches,Raynor,Azmodan,Lt. Morales,Xul,Alexstrasza,Zul'jin,Samuro,Kael'thas,Diablo,Sonya,Johanna,9,11,11,20,15,10,11,7,7,16
1555,1556,Volskaya Foundry,HeroLeague,Mal'Ganis,Whitemane,Maiev,Diablo,Li Li,Azmodan,Garrosh,Raynor,Kael'thas,Genji,Cassia,Alexstrasza,Alarak,Lucio,Zeratul,Johanna,14,20,17,20,6,11,20,12,9,11
1556,1557,Towers of Doom,TeamLeague,Abathur,Mal'Ganis,Azmodan,Genji,Ana,Varian,Illidan,Lunara,Artanis,Zarya,Ragnaros,Uther,Falstad,Li Li,Medivh,Arthas,6,13,9,6,3,1,7,9,7,9
1557,1558,Towers of Doom,TeamLeague,Azmodan,Mephisto,Diablo,Mal'Ganis,Kerrigan,,Abathur,Genji,Xul,Uther,Zeratul,Kharazim,Fenix,Stitches,Raynor,E.T.C.,10,9,12,12,6,9,9,20,8,9
1558,1559,Towers of Doom,HeroLeague,Varian,,Diablo,Mal'Ganis,Whitemane,Raynor,Murky,Kael'thas,Artanis,Kel'Thuzad,E.T.C.,Muradin,Maiev,Ana,Tracer,Malfurion,8,17,15,10,10,13,6,5,20,14
1559,1560,Cursed Hollow,TeamLeague,Diablo,Mal'Ganis,Deckard,Whitemane,E.T.C.,Garrosh,Dehaka,Azmodan,Brightwing,Stukov,Fenix,Muradin,Artanis,Arthas,Mephisto,Raynor,20,11,20,20,11,16,19,20,10,20
1560,1561,Volskaya Foundry,TeamLeague,Azmodan,Mal'Ganis,Kerrigan,Kael'thas,Gul'dan,Brightwing,Varian,Li-Ming,Raynor,Deckard,Sonya,Kharazim,Nazeebo,Kel'Thuzad,Maiev,Garrosh,14,10,20,9,7,11,20,5,19,7
1561,1562,Infernal Shrines,UnrankedDraft,Mal'Ganis,Diablo,Garrosh,Genji,Gall,Whitemane,Artanis,Blaze,Hanzo,Mephisto,Alexstrasza,Deckard,Muradin,Arthas,Tychus,Gul'dan,20,1,20,7,15,3,20,20,11,20
1562,1563,Battlefield of Eternity,TeamLeague,Artanis,Sgt. Hammer,Mal'Ganis,Lunara,Jaina,Muradin,Stitches,Whitemane,Genji,Rehgar,Chen,Azmodan,Arthas,Li-Ming,Raynor,Varian,20,3,20,13,20,10,8,11,11,10
1563,1564,Volskaya Foundry,TeamLeague,Nova,Mal'Ganis,Valeera,Genji,Raynor,Garrosh,Malthael,Ana,Tyrande,Diablo,Whitemane,Artanis,Anub'arak,Varian,Kael'thas,Jaina,3,5,13,8,12,7,9,20,2,9
1564,1565,Braxis Holdout,HeroLeague,Genji,,Mal'Ganis,Yrel,Tyrande,Diablo,Hanzo,Deckard,Gul'dan,Garrosh,Zeratul,Junkrat,Blaze,Ana,Dehaka,E.T.C.,20,20,20,20,20,7,12,7,20,12
1565,1566,Sky Temple,TeamLeague,Kerrigan,Azmodan,Mal'Ganis,Li Li,Kael'thas,Diablo,Dehaka,Whitemane,Thrall,Alexstrasza,Varian,Falstad,Artanis,Zagara,Genji,Kel'Thuzad,16,5,15,14,17,14,10,20,20,8
1566,1567,Warhead Junction,UnrankedDraft,Azmodan,Mal'Ganis,Whitemane,Falstad,Garrosh,Alexstrasza,Muradin,Thrall,Diablo,Rexxar,Tychus,Brightwing,Li-Ming,Ana,Chromie,Nazeebo,20,18,20,18,6,12,13,20,8,8
1567,1568,Infernal Shrines,TeamLeague,Azmodan,Mal'Ganis,Garrosh,Kael'thas,,Deckard,Kerrigan,Sylvanas,Muradin,D.Va,Arthas,Johanna,Li Li,Ana,Nazeebo,Hanzo,16,6,6,20,8,5,20,20,20,3
1568,1569,Dragon Shire,TeamLeague,Mal'Ganis,Kerrigan,Garrosh,Maiev,Whitemane,Ana,Genji,Azmodan,Artanis,Muradin,Illidan,Gall,Cho,Lt. Morales,Zagara,Auriel,8,20,18,12,20,19,20,5,15,20
1569,1570,Cursed Hollow,TeamLeague,Azmodan,Mal'Ganis,Diablo,Whitemane,Garrosh,Alexstrasza,Hanzo,Dehaka,Genji,Brightwing,Abathur,Muradin,Raynor,Anub'arak,Arthas,Stukov,17,14,19,20,20,20,20,19,13,20
1570,1571,Cursed Hollow,UnrankedDraft,Malthael,Mal'Ganis,Azmodan,Kael'thas,Genji,Tychus,Alexstrasza,Fenix,Stitches,Abathur,Tyrael,Varian,Li Li,Gall,Cho,Gazlowe,4,19,12,7,4,14,12,13,16,18
1571,1572,Tomb of the Spider Queen,TeamLeague,Mal'Ganis,Azmodan,Kael'thas,Kel'Thuzad,Varian,Li Li,Kerrigan,Dehaka,Li-Ming,Abathur,Brightwing,Ana,Diablo,Tracer,Tyrael,Thrall,20,11,20,20,12,11,3,14,13,8
1572,1573,Cursed Hollow,TeamLeague,Genji,Azmodan,Mephisto,Mal'Ganis,Dehaka,Raynor,Diablo,E.T.C.,Ana,Kael'thas,Rehgar,Li-Ming,Fenix,Hanzo,Samuro,Thrall,20,3,20,8,15,18,7,20,2,20
1573,1574,Warhead Junction,UnrankedDraft,Mal'Ganis,Genji,Dehaka,Abathur,Auriel,E.T.C.,Stitches,Ana,Thrall,Deckard,Zul'jin,Johanna,Valla,Yrel,Falstad,Nazeebo,18,8,15,2,12,16,19,6,20,20
1574,1575,Tomb of the Spider Queen,TeamLeague,Kael'thas,,Azmodan,Mal'Ganis,Diablo,Garrosh,Ragnaros,Whitemane,Varian,Falstad,Ana,Artanis,Zeratul,Gul'dan,E.T.C.,Jaina,15,4,6,20,8,5,7,17,8,4
1575,1576,Braxis Holdout,TeamLeague,Azmodan,Mal'Ganis,Ragnaros,Gul'dan,E.T.C.,Jaina,Kael'thas,Sylvanas,Arthas,Nova,Whitemane,Stukov,Sonya,Zagara,Muradin,Genji,20,9,14,20,3,20,20,20,15,8
1576,1577,Sky Temple,TeamLeague,Diablo,Mal'Ganis,Genji,Whitemane,Raynor,Garrosh,Dehaka,Zeratul,Brightwing,Tyrande,Hanzo,Muradin,Kael'thas,Li-Ming,Johanna,Sonya,20,20,15,10,20,20,14,20,20,20
1577,1578,Tomb of the Spider Queen,TeamLeague,Mephisto,Kael'thas,Diablo,,,Li Li,Mal'Ganis,Gul'dan,Li-Ming,Lt. Morales,Varian,Auriel,Nazeebo,Azmodan,Zul'jin,Muradin,3,11,20,20,3,8,5,10,10,13
1578,1579,Sky Temple,UnrankedDraft,Azmodan,Mal'Ganis,Diablo,Mephisto,Lunara,Johanna,Muradin,Alarak,Junkrat,Greymane,Rehgar,Tyrael,Alexstrasza,Abathur,Jaina,Hanzo,13,11,5,20,20,20,11,20,12,6
1579,1580,Alterac Pass,TeamLeague,Azmodan,Diablo,Kerrigan,,Whitemane,Varian,Mal'Ganis,Kael'thas,Deckard,Maiev,Nazeebo,Johanna,E.T.C.,Lt. Morales,Muradin,Nova,5,20,1,19,4,18,9,4,20,11
1580,1581,Cursed Hollow,HeroLeague,Mal'Ganis,Maiev,Diablo,Genji,Raynor,Dehaka,Valeera,Hanzo,Garrosh,Abathur,Brightwing,Auriel,Blaze,Muradin,Li-Ming,Thrall,7,16,16,20,8,20,6,13,20,19
1581,1582,Dragon Shire,HeroLeague,Genji,Zeratul,Whitemane,Mal'Ganis,Johanna,Muradin,Azmodan,Tyrande,Diablo,Alexstrasza,Sonya,Medivh,Malthael,Greymane,Junkrat,Hanzo,15,20,7,20,20,20,20,12,19,14
1582,1583,Braxis Holdout,UnrankedDraft,Mal'Ganis,Yrel,Kel'Thuzad,Whitemane,Jaina,Cho,Genji,Garrosh,Gul'dan,Zarya,Diablo,Blaze,Tyrande,Malthael,Deckard,Zeratul,20,16,15,15,7,2,20,8,5,20
1583,1584,Braxis Holdout,TeamLeague,Kael'thas,Mephisto,Mal'Ganis,Azmodan,Lunara,Deckard,Whitemane,Blaze,Nazeebo,Fenix,Zarya,Kel'Thuzad,Kharazim,Artanis,Li-Ming,Varian,6,12,20,8,9,8,18,8,8,5
1584,1585,Dragon Shire,TeamLeague,Azmodan,Dehaka,Whitemane,Mal'Ganis,Li Li,Kel'Thuzad,D.Va,Arthas,Brightwing,Garrosh,Li-Ming,Kael'thas,Kerrigan,Ana,Tychus,Varian,3,14,10,2,20,20,20,4,18,11
1585,1586,Infernal Shrines,TeamLeague,Azmodan,Whitemane,Blaze,Mephisto,Varian,Mal'Ganis,Brightwing,Kael'thas,Sonya,Yrel,Jaina,Anub'arak,Genji,Murky,Diablo,Li Li,9,12,20,16,9,17,8,20,9,15
1586,1587,Sky Temple,TeamLeague,Azmodan,,Whitemane,Mal'Ganis,Diablo,Li Li,Muradin,Garrosh,Cassia,Tyrande,Kerrigan,Li-Ming,Brightwing,Rexxar,Jaina,D.Va,15,9,9,6,6,20,10,14,20,20
1587,1588,Tomb of the Spider Queen,TeamLeague,Genji,Varian,Mal'Ganis,Azmodan,Diablo,,Fenix,Nazeebo,Auriel,Kael'thas,Lunara,Muradin,Artanis,Johanna,Li Li,Maiev,17,20,20,20,20,6,15,17,20,9
1588,1589,Volskaya Foundry,TeamLeague,Azmodan,Diablo,Mal'Ganis,Genji,Muradin,Kerrigan,Fenix,Garrosh,Whitemane,Rehgar,Kael'thas,Cassia,Blaze,Johanna,Sonya,Li-Ming,12,13,16,20,20,19,20,20,20,20
1589,1590,Braxis Holdout,UnrankedDraft,Kel'Thuzad,Garrosh,Mal'Ganis,Genji,Muradin,Rexxar,Xul,Lunara,Maiev,Fenix,Brightwing,Stitches,Sonya,Artanis,Kael'thas,Auriel,6,10,7,8,9,20,13,10,8,20
1590,1591,Volskaya Foundry,TeamLeague,Mal'Ganis,Genji,Mephisto,Yrel,Whitemane,Valeera,Kerrigan,Maiev,Garrosh,Nazeebo,Varian,Kharazim,Raynor,Li Li,Zeratul,Artanis,14,20,6,20,20,13,12,10,11,11
1591,1592,Towers of Doom,TeamLeague,Dehaka,Mal'Ganis,Azmodan,Genji,Hanzo,Stukov,Varian,Li-Ming,Diablo,Ana,Kel'Thuzad,Falstad,Zeratul,Tracer,Stitches,Whitemane,14,20,20,11,10,17,7,15,20,6
1592,1593,Towers of Doom,TeamLeague,Mal'Ganis,Whitemane,Kael'thas,Diablo,Alexstrasza,Garrosh,Azmodan,Hanzo,Johanna,Genji,Muradin,Li Li,Zeratul,Samuro,Brightwing,Anub'arak,16,9,20,20,20,20,20,8,17,16
1593,1594,Sky Temple,TeamLeague,Kael'thas,Whitemane,Mal'Ganis,Diablo,Leoric,Maiev,Varian,Arthas,Lunara,Valla,Lt. Morales,Stitches,Alexstrasza,Malthael,Kel'Thuzad,Raynor,20,12,5,6,11,13,19,20,20,20
1594,1595,Battlefield of Eternity,TeamLeague,Kel'Thuzad,Mal'Ganis,Garrosh,Diablo,Greymane,Whitemane,Ana,Valla,Johanna,Zarya,Muradin,Anub'arak,Gul'dan,Malthael,Kael'thas,Lucio,18,20,16,12,20,20,13,13,20,7
1595,1596,Towers of Doom,HeroLeague,Chromie,Mal'Ganis,Mephisto,Dehaka,Hanzo,Varian,Kael'thas,Brightwing,Gul'dan,Stukov,Diablo,Muradin,Falstad,Azmodan,Greymane,Artanis,16,20,20,7,20,20,20,20,20,10
1596,1597,Battlefield of Eternity,TeamLeague,Mephisto,Mal'Ganis,Diablo,Maiev,Ana,Genji,Azmodan,Raynor,Hanzo,Kael'thas,Kel'Thuzad,Anub'arak,Varian,Chromie,Jaina,Whitemane,17,20,11,20,9,20,20,20,20,20
